ts_code,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
000585.SZ,000585,*ST东电,海南,电气设备,东北电气发展股份有限公司,Northeast Electric Development Company Limited,stdd,主板,SZSE,CNY,L,19951213,,N
000586.SZ,000586,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,"Sichuan Huiyuan Optical Communications Co.,Ltd.",hytx,主板,SZSE,CNY,L,19951220,,N
000587.SZ,000587,*ST金洲,黑龙江,批发业,金洲慈航集团股份有限公司,"Jinzhou Cihang Group Co., Ltd",stjz,主板,SZSE,CNY,L,19960425,,N
000589.SZ,000589,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,"Guizhou Tyre Co.,Ltd.",gzlt,主板,SZSE,CNY,L,19960308,,N
000590.SZ,000590,启迪药业,湖南,中成药,启迪药业集团股份公司,"Tus-Pharmaceutical Group Co., Ltd.",qdyy,主板,SZSE,CNY,L,19960119,,N
000591.SZ,000591,太阳能,重庆,新型电力,中节能太阳能股份有限公司,"CECEP Solar Energy Co.,Ltd.",tyn,主板,SZSE,CNY,L,19960208,,S
000592.SZ,000592,平潭发展,福建,林业,中福海峡(平潭)发展股份有限公司,Zhongfu Straits (Pingtan) Development Company Limited,ptfz,主板,SZSE,CNY,L,19960327,,N
000593.SZ,000593,大通燃气,四川,供气供热,四川大通燃气开发股份有限公司,"Sichuan Datong Gas Development Co., Ltd.",dtrq,主板,SZSE,CNY,L,19960312,,N
000595.SZ,000595,宝塔实业,宁夏,机械基件,宝塔实业股份有限公司,"Baota Industry Co.,Ltd.",btsy,主板,SZSE,CNY,L,19960419,,N
000596.SZ,000596,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,Anhui Gujing Distillery Company Limited,gjgj,主板,SZSE,CNY,L,19960927,,S
000597.SZ,000597,东北制药,辽宁,化学制药,东北制药集团股份有限公司,"Northeast Pharmaceutical Group Co., Ltd.",dbzy,主板,SZSE,CNY,L,19960523,,N
000598.SZ,000598,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,"Chengdu Xingrong Environment Co., Ltd.",xrhj,主板,SZSE,CNY,L,19960529,,S
000599.SZ,000599,青岛双星,山东,汽车配件,青岛双星股份有限公司,"Qingdao Doublestar Co.,Ltd",qdsx,主板,SZSE,CNY,L,19960430,,N
000600.SZ,000600,建投能源,河北,火力发电,河北建投能源投资股份有限公司,"Jointo Energy Investment Co.,Ltd.Hebei.",jtny,主板,SZSE,CNY,L,19960606,,S
000601.SZ,000601,韶能股份,广东,水力发电,广东韶能集团股份有限公司,"Guangdong Shaoneng Group Co.,Ltd",sngf,主板,SZSE,CNY,L,19960830,,S
000603.SZ,000603,盛达资源,北京,铅锌,盛达金属资源股份有限公司,"Shengda Resources Co.,Ltd.",sdzy,主板,SZSE,CNY,L,19960823,,S
000605.SZ,000605,渤海股份,北京,水务,渤海水业股份有限公司,"Bohai Water Industry Co., Ltd.",bhgf,主板,SZSE,CNY,L,19960913,,N
000606.SZ,000606,ST顺利,青海,互联网,顺利办信息服务股份有限公司,"Shunliban Information Service Co., Ltd",stsl,主板,SZSE,CNY,L,19961004,,N
000607.SZ,000607,华媒控股,浙江,广告包装,浙江华媒控股股份有限公司,"Zhejiang Huamei Holding Co., Ltd.",hmkg,主板,SZSE,CNY,L,19960830,,N
000608.SZ,000608,阳光股份,广西,区域地产,阳光新业地产股份有限公司,"Yang Guang Co., Ltd.",yggf,主板,SZSE,CNY,L,19960919,,N
000609.SZ,000609,*ST中迪,北京,区域地产,北京中迪投资股份有限公司,"Beijing Zodi Investment Co., Ltd.",stzd,主板,SZSE,CNY,L,19961010,,N
000610.SZ,000610,西安旅游,陕西,旅游服务,西安旅游股份有限公司,"Xi'An Tourism Co.,Ltd.",xaly,主板,SZSE,CNY,L,19960926,,N
000611.SZ,000611,*ST天首,内蒙,纺织,内蒙古天首科技发展股份有限公司,"Inner Mongolia TianShou Technology&development, Co., Ltd.",stts,主板,SZSE,CNY,L,19961008,,N
000612.SZ,000612,焦作万方,河南,铝,焦作万方铝业股份有限公司,"Jiaozuo Wanfang Aluminum Manufacturing Co.,Ltd.",jzwf,主板,SZSE,CNY,L,19960926,,S
000613.SZ,000613,*ST东海A,海南,旅游服务,海南大东海旅游中心股份有限公司,"Hainan Dadonghai Tourism Centre (Holdings) Co.,Ltd",stdha,主板,SZSE,CNY,L,19970128,,N
000615.SZ,000615,奥园美谷,湖北,区域地产,奥园美谷科技股份有限公司,"Aoyuan Beauty Valley Technology Co.,Ltd.",aymg,主板,SZSE,CNY,L,19961016,,N
000616.SZ,000616,ST海投,辽宁,全国地产,海航投资集团股份有限公司,"HNA Investment Group Co.,Ltd.",stht,主板,SZSE,CNY,L,19961108,,N
000617.SZ,000617,中油资本,新疆,多元金融,中国石油集团资本股份有限公司,Cnpc Capital Company Limited,zyzb,主板,SZSE,CNY,L,19961022,,S
000619.SZ,000619,海螺型材,安徽,其他建材,芜湖海螺型材科技股份有限公司,"Wuhu Conch Profiles and Science Co., Ltd",hlxc,主板,SZSE,CNY,L,19961023,,N
000620.SZ,000620,新华联,北京,全国地产,新华联文化旅游发展股份有限公司,"Macrolink Culturaltainment Development Co., Ltd.",xhl,主板,SZSE,CNY,L,19961029,,N
000622.SZ,000622,恒立实业,湖南,汽车配件,恒立实业发展集团股份有限公司,"Hengli Industrial Development Group Co., Ltd.",hlsy,主板,SZSE,CNY,L,19961107,,N
000623.SZ,000623,吉林敖东,吉林,化学制药,吉林敖东药业集团股份有限公司,"Jilin Aodong Pharmaceutical Group Co., Ltd.",jlad,主板,SZSE,CNY,L,19961028,,S
000625.SZ,000625,长安汽车,重庆,汽车整车,重庆长安汽车股份有限公司,Chongqing Changan Automobile Company Limited,caqc,主板,SZSE,CNY,L,19970610,,S
000626.SZ,000626,远大控股,江苏,商贸代理,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd",ydkg,主板,SZSE,CNY,L,19961128,,N
000627.SZ,000627,天茂集团,湖北,保险,天茂实业集团股份有限公司,"Hubei Biocause Pharmaceutical Co.,Ltd.",tmjt,主板,SZSE,CNY,L,19961112,,S
000628.SZ,000628,高新发展,四川,园区开发,成都高新发展股份有限公司,"Chengdu Hi-Tech Development Co., Ltd.",gxfz,主板,SZSE,CNY,L,19961118,,N
000629.SZ,000629,攀钢钒钛,四川,小金属,攀钢集团钒钛资源股份有限公司,"Pangang Group Vanadium & Titanium Resources Co., Ltd.",pgft,主板,SZSE,CNY,L,19961115,,S
000630.SZ,000630,铜陵有色,安徽,铜,铜陵有色金属集团股份有限公司,"Tongling Nonferrous Metals Group Co.,Ltd",tlys,主板,SZSE,CNY,L,19961120,,S
000631.SZ,000631,顺发恒业,吉林,区域地产,顺发恒业股份公司,Shunfa Hengye Corporation.,sfhy,主板,SZSE,CNY,L,19961122,,N
000632.SZ,000632,三木集团,福建,综合类,福建三木集团股份有限公司,"Fujian Sanmu Group Co.,Ltd.",smjt,主板,SZSE,CNY,L,19961121,,N
000633.SZ,000633,合金投资,新疆,综合类,新疆合金投资股份有限公司,"Xinjiang Hejin Holding Co.,Ltd",hjtz,主板,SZSE,CNY,L,19961112,,N
000635.SZ,000635,英力特,宁夏,化工原料,宁夏英力特化工股份有限公司,"Ningxia Younglight Chemicals Co.,Ltd",ylt,主板,SZSE,CNY,L,19961120,,N
000636.SZ,000636,风华高科,广东,元器件,广东风华高新科技股份有限公司,"Guangdong Fenghua Advanced Technology(Holding) Co.,Ltd",fhgk,主板,SZSE,CNY,L,19961129,,N
000637.SZ,000637,茂化实华,广东,石油加工,茂名石化实华股份有限公司,"Maoming Petro-Chemical Shihua Co., Ltd.",mhsh,主板,SZSE,CNY,L,19961114,,N
000638.SZ,000638,*ST万方,吉林,软件服务,万方城镇投资发展股份有限公司,"Vanfund Urban Investment&Development Co.,Ltd.",stwf,主板,SZSE,CNY,L,19961126,,N
000639.SZ,000639,西王食品,山东,食品,西王食品股份有限公司,"Xiwang Foodstuffs Co., Ltd.",xwsp,主板,SZSE,CNY,L,19961126,,S
000650.SZ,000650,仁和药业,江西,中成药,仁和药业股份有限公司,"Renhe Pharmacy Co.,Ltd",rhyy,主板,SZSE,CNY,L,19961210,,S
000651.SZ,000651,格力电器,广东,家用电器,珠海格力电器股份有限公司,"Gree Electric Appliances,Inc. of Zhuhai",gldq,主板,SZSE,CNY,L,19961118,,S
000652.SZ,000652,泰达股份,天津,批发业,天津泰达股份有限公司,"Tianjin TEDA Co., Ltd.",tdgf,主板,SZSE,CNY,L,19961128,,S
000655.SZ,000655,金岭矿业,山东,普钢,山东金岭矿业股份有限公司,"Shandong Jinling Mining Co., Ltd.",jlky,主板,SZSE,CNY,L,19961128,,N
000656.SZ,000656,金科股份,重庆,区域地产,金科地产集团股份有限公司,"Jinke Property Group Co.,Ltd.",jkgf,主板,SZSE,CNY,L,19961128,,S
000657.SZ,000657,中钨高新,海南,小金属,中钨高新材料股份有限公司,"China Tungsten and Hightech Materials Co.,Ltd.",zwgx,主板,SZSE,CNY,L,19961205,,S
000659.SZ,000659,珠海中富,广东,广告包装,珠海中富实业股份有限公司,"Zhuhai Zhongfu Enterprise Co.,Ltd",zhzf,主板,SZSE,CNY,L,19961203,,N
000661.SZ,000661,长春高新,吉林,生物制药,长春高新技术产业(集团)股份有限公司,"Changchun High-tech Industry (Group) Co., Ltd.",ccgx,主板,SZSE,CNY,L,19961218,,S
000663.SZ,000663,*ST永林,福建,林业,福建省永安林业(集团)股份有限公司,"Fujian Yongan Forestry(Group) Joint-Stock Co.,Ltd.",styl,主板,SZSE,CNY,L,19961206,,N
000665.SZ,000665,湖北广电,湖北,影视音像,湖北省广播电视信息网络股份有限公司,"Hubei Radio & Television Information Network Co., Ltd.",hbgd,主板,SZSE,CNY,L,19961210,,N
000666.SZ,000666,经纬纺机,北京,多元金融,经纬纺织机械股份有限公司,Jingwei Textile Machinery Company Limited,jwfj,主板,SZSE,CNY,L,19961210,,N
000667.SZ,000667,美好置业,云南,全国地产,美好置业集团股份有限公司,"Myhome Real Estate Development Group Co.,Ltd.",mhzy,主板,SZSE,CNY,L,19961205,,S
000668.SZ,000668,荣丰控股,上海,区域地产,荣丰控股集团股份有限公司,"Rongfeng Holding Group Co.,Ltd.",rfkg,主板,SZSE,CNY,L,19961210,,N
000669.SZ,000669,*ST金鸿,吉林,供气供热,金鸿控股集团股份有限公司,"Jinhong Holding Group Co., Ltd.",stjh,主板,SZSE,CNY,L,19961210,,N
000671.SZ,000671,阳光城,福建,区域地产,阳光城集团股份有限公司,"Yango Group Co.,Ltd",ygc,主板,SZSE,CNY,L,19961218,,S
000672.SZ,000672,上峰水泥,甘肃,水泥,甘肃上峰水泥股份有限公司,"Gansu Shangfeng Cement Co., Ltd",sfsn,主板,SZSE,CNY,L,19961218,,S
000673.SZ,000673,*ST当代,山西,影视音像,当代东方投资股份有限公司,"Lead Eastern Investment Co., Ltd",stdd,主板,SZSE,CNY,L,19970124,,N
000676.SZ,000676,智度股份,河南,互联网,智度科技股份有限公司,"Genimous Technology CO.,LTD",zdgf,主板,SZSE,CNY,L,19961224,,S
000677.SZ,000677,恒天海龙,山东,化纤,恒天海龙股份有限公司,"Chtc Helon Co., Ltd.",hthl,主板,SZSE,CNY,L,19961226,,N
000678.SZ,000678,襄阳轴承,湖北,机械基件,襄阳汽车轴承股份有限公司,"Xiangyang Automobile Bearing Company., Ltd",xyzc,主板,SZSE,CNY,L,19970106,,N
000679.SZ,000679,大连友谊,辽宁,百货,大连友谊(集团)股份有限公司,"Dalian Friendship (Group) Co.,Ltd.",dlyy,主板,SZSE,CNY,L,19970124,,N
000680.SZ,000680,山推股份,山东,工程机械,山推工程机械股份有限公司,"Shantui Construction Machinery Co.,Ltd.",stgf,主板,SZSE,CNY,L,19970122,,N
000681.SZ,000681,视觉中国,江苏,互联网,视觉(中国)文化发展股份有限公司,"Visual China Group Co., Ltd.",sjzg,主板,SZSE,CNY,L,19970121,,S
000682.SZ,000682,东方电子,山东,软件服务,东方电子股份有限公司,"Dongfang Electronics Co.,Ltd",dfdz,主板,SZSE,CNY,L,19970121,,S
000683.SZ,000683,远兴能源,内蒙,化工原料,内蒙古远兴能源股份有限公司,Inner Mongolia Yuan Xing Energy Company Limited,yxny,主板,SZSE,CNY,L,19970131,,S
000685.SZ,000685,中山公用,广东,水务,中山公用事业集团股份有限公司,"Zhongshan Public Utilities Group Co.,Ltd.",zsgy,主板,SZSE,CNY,L,19970123,,S
000686.SZ,000686,东北证券,吉林,证券,东北证券股份有限公司,"Northeast Securities Co.,Ltd.",dbzq,主板,SZSE,CNY,L,19970227,,S
000687.SZ,000687,*ST华讯,河北,通信设备,华讯方舟股份有限公司,"Huaxun Fangzhou Co., Ltd",sthx,主板,SZSE,CNY,L,19970221,,N
000688.SZ,000688,国城矿业,重庆,铅锌,国城矿业股份有限公司,"Guocheng Mining Co.,Ltd",gcky,主板,SZSE,CNY,L,19970120,,S
000690.SZ,000690,宝新能源,广东,火力发电,广东宝丽华新能源股份有限公司,"Guangdong Baolihua New Energy Stock Co.,Ltd.",bxny,主板,SZSE,CNY,L,19970128,,S
000691.SZ,000691,亚太实业,甘肃,化工原料,海南亚太实业发展股份有限公司,"Hainan Yatai Industrial Development Co.,Ltd.",ytsy,主板,SZSE,CNY,L,19970228,,N
000692.SZ,000692,惠天热电,辽宁,供气供热,沈阳惠天热电股份有限公司,"Shenyang Huitian Thermal Power Co.,Ltd",htrd,主板,SZSE,CNY,L,19970227,,N
000695.SZ,000695,滨海能源,天津,广告包装,天津滨海能源发展股份有限公司,"Tianjin Binhai Energy & Development Co.,Ltd",bhny,主板,SZSE,CNY,L,19970218,,N
000697.SZ,000697,炼石航空,陕西,航空,炼石航空科技股份有限公司,"Ligeance Aerospace Technology Co.,Ltd.",lshk,主板,SZSE,CNY,L,19970325,,N
000698.SZ,000698,沈阳化工,辽宁,化工原料,沈阳化工股份有限公司,"Shenyang Chemical Industry Co.,Ltd",syhg,主板,SZSE,CNY,L,19970220,,N
000700.SZ,000700,模塑科技,江苏,汽车配件,江南模塑科技股份有限公司,"Jiangnan Mould & Plastic Technology Co., Ltd.",mskj,主板,SZSE,CNY,L,19970228,,N
000701.SZ,000701,厦门信达,福建,综合类,厦门信达股份有限公司,Xiamen Xindeco Ltd.,xmxd,主板,SZSE,CNY,L,19970226,,N
000702.SZ,000702,正虹科技,湖南,饲料,湖南正虹科技发展股份有限公司,"Hunan Zhenghong Science and Technology Develop Co.,Ltd.",zhkj,主板,SZSE,CNY,L,19970318,,N
000703.SZ,000703,恒逸石化,广西,化纤,恒逸石化股份有限公司,"Hengyi Petrochemical Co., Ltd",hysh,主板,SZSE,CNY,L,19970328,,S
000705.SZ,000705,浙江震元,浙江,医药商业,浙江震元股份有限公司,"Zhejiang Zhenyuan Share Co., Ltd",zjzy,主板,SZSE,CNY,L,19970410,,N
000707.SZ,000707,*ST双环,湖北,化工原料,湖北双环科技股份有限公司,"Hubei Shuanghuan Science and Technology Stock Co., Ltd.",stsh,主板,SZSE,CNY,L,19970415,,N
000708.SZ,000708,中信特钢,湖北,特种钢,中信泰富特钢集团股份有限公司,"Citic Pacific Special Steel Group Co., Ltd",zxtg,主板,SZSE,CNY,L,19970326,,S
000709.SZ,000709,河钢股份,河北,普钢,河钢股份有限公司,HBIS Company Limited,hggf,主板,SZSE,CNY,L,19970416,,S
000710.SZ,000710,贝瑞基因,四川,医疗保健,成都市贝瑞和康基因技术股份有限公司,"Berry Genomics Co., Ltd",brjy,主板,SZSE,CNY,L,19970422,,S
000711.SZ,000711,京蓝科技,黑龙江,软件服务,京蓝科技股份有限公司,"Kingland Technology Co.,Ltd.",jlkj,主板,SZSE,CNY,L,19970411,,N
000712.SZ,000712,锦龙股份,广东,证券,广东锦龙发展股份有限公司,Guangdong Golden Dragon Development Inc.,jlgf,主板,SZSE,CNY,L,19970415,,S
000713.SZ,000713,丰乐种业,安徽,种植业,合肥丰乐种业股份有限公司,"Hefei Fengle Seed Co.,Ltd.",flzy,主板,SZSE,CNY,L,19970422,,N
000715.SZ,000715,中兴商业,辽宁,百货,中兴-沈阳商业大厦(集团)股份有限公司,"Zhongxing Shenyang Commercial Building  Group Co., Ltd",zxsy,主板,SZSE,CNY,L,19970508,,N
000716.SZ,000716,黑芝麻,广西,食品,南方黑芝麻集团股份有限公司,"Nanfang Black Sesame Group Co.,Ltd.",hzm,主板,SZSE,CNY,L,19970418,,N
000717.SZ,000717,韶钢松山,广东,普钢,广东韶钢松山股份有限公司,"SGIS Songshan Co.,Ltd.",sgss,主板,SZSE,CNY,L,19970508,,S
000718.SZ,000718,苏宁环球,吉林,区域地产,苏宁环球股份有限公司,"Suning Universal Co.,Ltd",snhq,主板,SZSE,CNY,L,19970408,,S
000719.SZ,000719,中原传媒,河南,出版业,中原大地传媒股份有限公司,"Central China Land Media Co.,Ltd",zycm,主板,SZSE,CNY,L,19970331,,N
000720.SZ,000720,新能泰山,山东,区域地产,山东新能泰山发电股份有限公司,"Shandong Xinneng Taishan Power Generation Co.,Ltd.",xnts,主板,SZSE,CNY,L,19970509,,N
000721.SZ,000721,西安饮食,陕西,酒店餐饮,西安饮食股份有限公司,"Xi'An Catering Co.,Ltd.",xays,主板,SZSE,CNY,L,19970430,,N
000722.SZ,000722,湖南发展,湖南,水力发电,湖南发展集团股份有限公司,"Hunan Development Group Co.,Ltd",hnfz,主板,SZSE,CNY,L,19970522,,N
000723.SZ,000723,美锦能源,山西,焦炭加工,山西美锦能源股份有限公司,"Shanxi Meijin Energy Co.,Ltd.",mjny,主板,SZSE,CNY,L,19970515,,S
000725.SZ,000725,京东方A,北京,元器件,京东方科技集团股份有限公司,"BOE Technology Group Co.,Ltd.",jdfa,主板,SZSE,CNY,L,20010112,,S
000726.SZ,000726,鲁泰A,山东,纺织,鲁泰纺织股份有限公司,"Lu Thai Textile Co.,Ltd",lta,主板,SZSE,CNY,L,20001225,,N
000727.SZ,000727,冠捷科技,江苏,元器件,冠捷电子科技股份有限公司,"TPV Technology Co., Ltd.",gjkj,主板,SZSE,CNY,L,19970520,,S
000728.SZ,000728,国元证券,安徽,证券,国元证券股份有限公司,Guoyuan Securities Company Limited,gyzq,主板,SZSE,CNY,L,19970616,,S
000729.SZ,000729,燕京啤酒,北京,啤酒,北京燕京啤酒股份有限公司,"Beijing Yanjing Brewery Co.,Ltd.",yjpj,主板,SZSE,CNY,L,19970716,,S
000731.SZ,000731,四川美丰,四川,农药化肥,四川美丰化工股份有限公司,"Sichuan Meifeng Chemical Industry Co., Ltd.",scmf,主板,SZSE,CNY,L,19970617,,N
000732.SZ,000732,泰禾集团,福建,区域地产,泰禾集团股份有限公司,"Tahoe Group Co., Ltd",thjt,主板,SZSE,CNY,L,19970704,,S
000733.SZ,000733,振华科技,贵州,元器件,中国振华(集团)科技股份有限公司,"China Zhenhua(Group) Science & Technology Co.,Ltd",zhkj,主板,SZSE,CNY,L,19970703,,S
000735.SZ,000735,罗牛山,海南,农业综合,罗牛山股份有限公司,"Luoniushan Co., Ltd.",lns,主板,SZSE,CNY,L,19970611,,S
000736.SZ,000736,中交地产,重庆,全国地产,中交地产股份有限公司,CCCG Real Estate Corporation Limited,zjdc,主板,SZSE,CNY,L,19970425,,N
000737.SZ,000737,南风化工,山西,日用化工,南风化工集团股份有限公司,"Nafine Chemical Industry Group Co.,Ltd",nfhg,主板,SZSE,CNY,L,19970428,,N
000738.SZ,000738,航发控制,江苏,航空,中国航发动力控制股份有限公司,"Aecc Aero-Engine Control Co.,Ltd.",hfkz,主板,SZSE,CNY,L,19970626,,S
000739.SZ,000739,普洛药业,浙江,化学制药,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,Ltd",plyy,主板,SZSE,CNY,L,19970509,,S
000750.SZ,000750,国海证券,广西,证券,国海证券股份有限公司,"Sealand Securities Co., Ltd.",ghzq,主板,SZSE,CNY,L,19970709,,S
000751.SZ,000751,锌业股份,辽宁,铅锌,葫芦岛锌业股份有限公司,"Huludao Zinc Industry Co.,Ltd.",xygf,主板,SZSE,CNY,L,19970626,,N
000752.SZ,000752,*ST西发,西藏,啤酒,西藏发展股份有限公司,"Tibet Development Co.,Ltd.",stxf,主板,SZSE,CNY,L,19970625,,N
000753.SZ,000753,漳州发展,福建,汽车服务,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd",zzfz,主板,SZSE,CNY,L,19970626,,N
000755.SZ,000755,山西路桥,山西,路桥,山西路桥股份有限公司,"Shanxi Road & Bridge Co.,Ltd",sxlq,主板,SZSE,CNY,L,19970627,,N
000756.SZ,000756,新华制药,山东,化学制药,山东新华制药股份有限公司,Shandong Xinhua Pharmaceutical Company Limited,xhzy,主板,SZSE,CNY,L,19970806,,S
000757.SZ,000757,浩物股份,四川,汽车配件,四川浩物机电股份有限公司,"Sichuan Haowu Electromechanical Co.,Ltd.",hwgf,主板,SZSE,CNY,L,19970627,,N
000758.SZ,000758,中色股份,北京,铅锌,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",zsgf,主板,SZSE,CNY,L,19970416,,S
